"","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM","Cluster"
"TMe-2907","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Yellow","3","450-600","Green purple","Light green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",8,2.66666666666667,3.2,1.06666666666667,5.2,1.73333333333333,8.4,2.8,2,26.9,V
"TMe-2909","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Green purple","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",4,4,2.2,2.2,1.6,1.6,3.8,3.8,0,36.5,I
"TMe-2912","Dark green","Long","Green purple","Central part","50-75% leaf retention","4","Yellow","3","150-300","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",7,7,7.8,7.8,2.2,2.2,10,10,5,31.3,I
"TMe-2913","Green purple","Long","Green purple","Central part","50-75% leaf retention","4","Yellow","3","450-600","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,5,14.8,7.4,11.7,5.85,26.5,13.25,1,30.6,I
"TMe-2914","Green purple","Long","Green purple","Central part","50-75% leaf retention","4","Yellow","3","450-600","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",11,5.5,7.4,3.7,14.8,7.4,22.2,11.1,0,27.2,I
"TMe-2916","Green purple","Long","Green purple","Central part","50-75% leaf retention","4","Yellow","3","450-600","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Irregular",15,5,17.2,5.73333333333333,14,4.66666666666667,31.2,10.4,1,34.7,I
"TMe-2922","Purple","Long","Purple","Totally pigmented","<100% leaf retention","2","White","3","450-600","Purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",6,6,3,3,5,5,8,8,1,30,IV
"TMe-2924","Purple","Long","Green purple","Central part","25-50% leaf retention","2","White","2","450-600","Purple","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",15,3.75,4.8,1.2,6.2,1.55,11,2.75,5,40.5,IV
"TMe-2926","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","4","White","3","450-600","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",7,2.33333333333333,1.2,0.4,3.2,1.06666666666667,4.4,1.46666666666667,1,33.7,III
"TMe-2927","Dark green","Short","Green purple","Top part","25-50% leaf retention","4","White","3","450-600","Dark green","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",13,4.33333333333333,5.8,1.93333333333333,4.8,1.6,10.6,3.53333333333333,6,39,I
"TMe-2928","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","2","450-600","Purple","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",7,3.5,1,0.5,2,1,3,1.5,0,43.1,IV
"TMe-2933","Purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","150-300","Purple","Green purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",6,6,1.8,1.8,3.6,3.6,5.4,5.4,1,40.4,V
"TMe-2934","Green purple","Short","Green purple","Top part","25-50% leaf retention","4","White","3","450-600","Dark green","Light green","3","Long (25-30cm)","Long","Present","Tending toward horizontal",15,5,10.8,3.6,5.4,1.8,16.2,5.4,4,40.7,I
"TMe-2936","Green purple","Long","Green purple","Central part","25-50% leaf retention","4","White","3","450-600","Green purple","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",15,3,7.2,1.44,8,1.6,15.2,3.04,4,28,I
"TMe-2937","Purple","Medium","Green purple","Central part","25-50% leaf retention","3","Cream","2","150-300","Green purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",5,2.5,13,6.5,11,5.5,24,12,0,30.2,I
"TMe-2939","Green purple","Medium","Green purple","Central part","25-50% leaf retention","3","White","3","450-600","Purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",14,7,4,2,2.2,1.1,6.2,3.1,4,20.2,I
"TMe-2946","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",12,4,5.6,1.86666666666667,1.4,0.466666666666667,7,2.33333333333333,8,42.2,IV
"TMe-2947","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","White","1","150-300","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",13,3.25,7.6,1.9,1.8,0.45,9.4,2.35,5,39.4,IV
"TMe-2949","Purple","Long","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Green purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",10,3.33333333333333,7.6,2.53333333333333,9.7,3.23333333333333,17.3,5.76666666666667,5,32.3,I
"TMe-2952","Dark green","Short","Green purple","Central part","<100% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Irregular",10,10,7.4,7.4,6.2,6.2,13.6,13.6,0,39.6,II
"TMe-2953","Purple","Long","Green purple","Central part","100% leaf retention","2","Cream","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Irregular",14,2.8,4.8,0.96,5.6,1.12,10.4,2.08,2,33.4,V
"TMe-2955","Purple","Long","Green purple","Top part","50-75% leaf retention","4","White","5","450-600","Green purple","Purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",27,6.75,15.6,3.9,22.2,5.55,37.8,9.45,1,35.5,I
"TMe-2957","Purple","Long","Green purple","Central part","<25% leaf retention","0","White","0","No branching","Purple","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",6,3,1.2,0.6,2,1,3.2,1.6,2,33.4,II
"TMe-2959","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","White","3","750-900","Dark green","Dark green","4","Long (25-30cm)","Absent","Absent","Tending toward horizontal",7,2.33333333333333,5.2,1.73333333333333,6.1,2.03333333333333,11.3,3.76666666666667,0,34.5,V
"TMe-2961","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","150-300","Purple","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",15,5,4,1.33333333333333,9.8,3.26666666666667,13.8,4.6,0,35.3,V
"TMe-2963","Green purple","Long","Green purple","Central part","25-50% leaf retention","4","White","3","450-600","Purple","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Irregular",32,6.4,19.4,3.88,26.4,5.28,45.8,9.16,0,29.3,VI
"TMe-2965","Purple","Short","Purple","Totally pigmented","25-50% leaf retention","3","Cream","3","150-300","Purple","Purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",18,3.6,7,1.4,7,1.4,14,2.8,2,29.6,I
"TMe-2966","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","White","3","450-600","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",9,3,13.8,4.6,20,6.66666666666667,33.8,11.2666666666667,0,35.5,I
"TMe-2975","Dark green","Long","Green purple","Central part","25-50% leaf retention","1","White","1","150-300","Green","Light green","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,3.5,5.8,2.9,4.8,2.4,10.6,5.3,0,40.2,I
"TMe-2977","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",12,12,2,2,5,5,7,7,6,34.8,III
"TMe-2984","Purple","Long","Green purple","Central part","25-50% leaf retention","4","White","2","450-600","Purple","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",12,12,3.6,3.6,9.8,9.8,13.4,13.4,1,38.2,I
"TMe-2985","Dark green","Medium","Dark green","Absent","50-75% leaf retention","5","Cream","2","150-300","Green purple","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",6,6,3.2,3.2,1.2,1.2,4.4,4.4,0,41.5,I
"TMe-2989","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",16,4,4.8,1.2,6.2,1.55,11,2.75,4,41,IV
"TMe-2993","Dark green","Long","Dark green","Absent","25-50% leaf retention","4","Cream","4","450-600","Green purple","Dark green","1","Long (25-30cm)","Short","Present","Tending toward horizontal",7,7,6.2,6.2,3.2,3.2,9.4,9.4,3,37.8,I
"TMe-2996","Purple","Long","Green purple","Central part","50-75% leaf retention","5","White","4","450-600","Purple","Green purple","3","Long (25-30cm)","Long","Present","Tending toward horizontal",14,4.66666666666667,19.8,6.6,24,8,43.8,14.6,0,38.6,I
"TMe-2997","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",16,5.33333333333333,10,3.33333333333333,10,3.33333333333333,20,6.66666666666667,8,36.2,II
"TMe-3001","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","White","3","150-300","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",7,3.5,7.4,3.7,1,0.5,8.4,4.2,6,38.6,I
"TMe-3002","Dark green","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",16,5.33333333333333,9,3,4.8,1.6,13.8,4.6,0,39.3,I
"TMe-3005","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",8,4,3.4,1.7,1.8,0.9,5.2,2.6,2,39.2,III
"TMe-3006","Light green","Long","Purple","Totally pigmented","25-50% leaf retention","3","Cream","3","450-600","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",15,3.75,7.2,1.8,5,1.25,12.2,3.05,4,41.2,IV
"TMe-3008","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,2.33333333333333,4.4,1.46666666666667,5.2,1.73333333333333,9.6,3.2,0,42.8,III
"TMe-3010","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,5,2,2,5,5,7,7,0,36.1,III
"TMe-3019","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","4","Cream","4","450-600","Green purple","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",11,5.5,10.2,5.1,5.4,2.7,15.6,7.8,0,33.6,IV
"TMe-3026","Green purple","Long","Green purple","Central part","25-50% leaf retention","5","Cream","3","150-300","Green purple","Green purple","2","Medium (15-20cm)","Long","Present","Tending toward horizontal",12,6,5.2,2.6,10.2,5.1,15.4,7.7,0,43.6,I
"TMe-3034","Purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Purple","Purple","2","Long (25-30cm)","Short","Absent","Irregular",6,6,2.4,2.4,12,12,14.4,14.4,1,37,V
"TMe-3040","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,5.33333333333333,21.2,7.06666666666667,16.2,5.4,37.4,12.4666666666667,6,33.9,IV
"TMe-3045","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,4.5,3.4,1.7,3.8,1.9,7.2,3.6,0,39.4,IV
"TMe-3051","Dark green","Long","Green purple","Central part","<25% leaf retention","0","White","3","450-600","Dark green","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",8,4,8.8,4.4,6.2,3.1,15,7.5,0,46.4,I
"TMe-3066","Green purple","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",2,1,0.8,0.4,1.2,0.6,2,1,0,38.3,II
"TMe-3076","Purple","Medium","Green purple","Central part","25-50% leaf retention","3","White","2","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",28,7,12.8,3.2,16.4,4.1,29.2,7.3,8,35.6,I
"TMe-3093","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",10,3.33333333333333,14,4.66666666666667,11.8,3.93333333333333,25.8,8.6,0,34.2,II
"TMe-3095","Light green","Short","Light green","Absent","25-50% leaf retention","3","White","3","150-300","Green purple","Light green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",3,3,1,1,1.4,1.4,2.4,2.4,1,40.5,VI
"TMe-3097","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","3","150-300","Green purple","Green purple","2","Long (25-30cm)","Intermediate","Present","Irregular",16,8,5.2,2.6,6,3,11.2,5.6,0,44.8,IV
"TMe-3101","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",18,3.6,15.6,3.12,12.8,2.56,28.4,5.68,5,39.9,II
"TMe-3102","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",12,3,4,1,12.6,3.15,16.6,4.15,1,32.5,I
"TMe-3104","Purple","Medium","Green purple","Central part","25-50% leaf retention","4","White","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",13,3.25,3.2,0.8,12.4,3.1,15.6,3.9,1,40.8,I
"TMe-3107","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,1.5,1.5,1,1,2.5,2.5,3,40.2,IV
"TMe-3108","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",10,2.5,4,1,9,2.25,13,3.25,1,29.4,IV
"TMe-3109","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Purple","Green purple","2","Medium (15-20cm)","Short","Present","Irregular",6,6,0.4,0.4,1.4,1.4,1.8,1.8,2,36.6,IV
"TMe-3112","Green purple","Long","Green purple","Central part","50-75% leaf retention","5","White","3","150-300","Purple","Dark green","1","Medium (15-20cm)","Long","Present","Tending toward horizontal",7,7,3.8,3.8,1,1,4.8,4.8,3,45,I
"TMe-3113","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",12,6,1.4,0.7,3.6,1.8,5,2.5,0,35.6,III
"TMe-3115","Green purple","Long","Light green","Absent","50-75% leaf retention","3","White","3","450-600","Dark green","Light green","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",17,4.25,13.8,3.45,13,3.25,26.8,6.7,3,35.8,I
"TMe-3130","Purple","Long","Green purple","Central part","50-75% leaf retention","4","White","4","450-600","Green purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",30,6,13.6,2.72,22.9,4.58,36.5,7.3,1,30.6,I
"TMe-3132","Green purple","Long","Green purple","Central part","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,3.5,1.8,0.9,2.2,1.1,4,2,4,19.4,I
"TMe-3133","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",4,4,3,3,7,7,10,10,0,31.2,III
"TMe-3142","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","Cream","1","450-600","Green purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",5,2.5,7.4,3.7,2,1,9.4,4.7,4,32.8,I
"TMe-3143","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,3,4.8,1.6,5.8,1.93333333333333,10.6,3.53333333333333,3,23.5,III
"TMe-3146","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",14,3.5,6.2,1.55,7,1.75,13.2,3.3,4,36.9,II
